playerid	position	teamid	number	firstname	lastname	nationality	prefFoot	accel	aggression	awareness	ballcontrol	crossing	dribbling	heading	longpassing	marking	sprint	shortpassing	reflexes	finishing	shotpower	stamina	strength	standingtackle	positioning	composure	handling	gkpositioning	reactions	longshots	freekick	diving	WFA	potential	ovr	skill
237700	LM	11	49	Tosin	Kehinde	133	0	71	62	55	61	49	60	59	66	33	73	70	21	41	68	59	61	35	58	51	21	21	62	50	45	14	2	78	62	CROSSING
237701	CDM	11	61	Charlie	Scott	14	0	59	52	38	43	30	36	60	56	57	57	60	21	26	49	59	55	64	28	47	21	21	53	26	33	6	2	73	55	PASSING
237702	RB	11	43	Matt	Olosunde	95	0	80	61	58	62	53	63	62	50	54	79	61	21	42	43	58	64	61	45	52	21	21	60	24	36	9	2	78	62	BALANCED
240507	CAM	11	52	Angel	Gomes	14	0	75	36	65	66	61	65	52	65	21	70	63	21	61	61	58	34	21	57	57	21	21	53	58	66	14	3	89	64	LONGSHOTS
240508	GK	11	60	Theo	Richardson	14	0	30	24	22	21	21	21	21	56	21	30	26	57	21	26	22	42	21	8	39	58	57	46	21	14	56	2	75	56	GKGENERALIST
240510	ST	11	54	Joshua	Bohui	14	0	76	34	40	65	45	64	57	35	21	78	55	21	66	59	59	58	21	63	57	21	21	59	59	42	9	2	80	63	SHOTPOWER
240511	LW	11	56	Indy	Boonen	7	1	74	39	42	67	61	66	53	54	29	76	56	21	62	66	45	54	35	56	55	21	21	36	55	48	12	3	80	62	AGILITY
240512	CB	11	50	Luca	Ercolani	27	0	63	57	34	40	34	32	55	36	59	60	38	21	22	43	60	60	66	31	49	21	21	55	23	32	14	2	80	59	STRENGTH
240513	CM	11	55	Ethan	Hamilton	42	1	64	70	55	65	57	61	64	63	51	61	68	21	58	70	55	62	54	58	54	21	21	60	68	50	7	2	77	62	SHORTPASSING
240514	GK	11	58	Max	Johnstone	14	0	32	21	24	21	21	21	21	52	21	30	22	52	21	23	28	45	21	4	32	60	58	46	21	12	61	2	73	56	GKGENERALIST
240515	LB	11	59	Jake	Kenyon	14	1	68	54	42	58	55	55	51	57	55	59	57	21	43	51	63	57	56	55	47	21	21	56	51	44	7	2	75	57	REACTIONS
240516	GK	11	51	Moutha-Sebtaoui	Ilias	7	0	33	28	16	21	21	21	21	52	21	27	24	57	21	24	26	54	21	5	27	58	59	46	21	13	59	2	77	57	GKGENERALIST
240517	CDM	11	57	Callum	Whelan	14	0	58	66	60	64	51	61	59	63	42	68	66	21	43	65	55	46	62	55	47	21	21	57	43	43	9	2	80	57	AWARENESS
240507	CAM	11	52	Angel	Gomes	14	0	86	47	76	77	72	76	63	76	32	81	74	32	72	72	69	45	32	68	68	32	32	64	69	77	25	3	89	74	BALLCONTROL
192505	ST	11	9	Romelu	Lukaku	7	1	82	79	83	80	72	82	92	72	31	93	75	27	93	93	84	97	34	91	88	27	27	89	79	70	12	3	90	88	SHOTPOWER
195864	CM	11	6	Paul	Pogba	18	0	85	88	91	102	91	99	86	101	79	89	99	36	86	103	104	104	81	96	98	36	36	97	95	95	18	9	98	90	BALLCONTROL
231677	LW	11	19	Marcus	Rashford	14	0	101	75	79	88	80	92	76	73	37	100	82	28	87	90	91	81	45	89	82	28	28	86	78	83	19	3	90	87	AGILITY
152908	LWB	11	18	Ashley	Young	14	0	80	59	72	80	85	79	55	70	65	77	78	26	66	76	74	58	69	69	66	26	26	80	71	73	17	2	75	73	BALANCED
160310	RB	13	27	Jesús	Gámez Duarte	45	0	60	86	79	74	77	63	63	66	78	71	64	21	37	84	76	81	81	47	74	21	21	73	51	51	9	2	76	73	PHYSICAL
167931	GK	13	1	Rob	Elliot	25	1	47	22	49	22	22	22	22	69	22	48	28	71	22	22	32	71	22	12	38	69	70	67	22	12	70	1	71	70	GKGENERALIST
173608	ST	13	21	José Luis	Sanmartín Mato	45	0	61	57	64	76	58	74	80	49	23	63	70	23	75	77	68	71	24	78	65	23	23	74	71	71	11	2	76	73	POSITIONING
183129	CB	13	2	Ciaran	Clark	25	1	56	82	73	60	39	53	79	63	75	66	64	21	43	71	70	76	77	50	71	21	21	73	54	43	14	1	77	75	AGGRESSION
183256	CM	13	24	Henri	Saivet	136	0	75	59	69	78	75	79	77	77	60	74	78	21	73	75	75	69	66	75	70	21	21	76	65	76	10	3	80	74	AWARENESS
186395	RM	13	11	Matt	Ritchie	42	1	77	70	57	75	77	76	38	66	56	74	71	21	73	76	78	61	54	74	68	21	21	73	77	65	15	3	75	73	AWARENESS
188556	CAM	13	10	Mohamed	Diamé	136	0	71	77	68	80	63	80	74	72	69	75	75	22	64	85	72	79	77	68	67	22	22	65	73	29	16	2	76	73	LONGPASSING
189165	CM	13	8	Jonjo	Shelvey	14	0	61	83	70	75	73	74	69	84	55	62	82	22	67	85	77	76	64	70	75	22	22	72	81	73	14	2	82	73	AWARENESS
193331	GK	13	26	Karl	Darlow	14	0	59	23	48	27	23	23	23	64	23	52	32	73	23	23	44	58	23	18	24	69	66	65	23	16	70	1	74	69	GKPOSITIONING
193942	CDM	13	4	Jack	Colback	14	1	65	82	62	73	61	66	56	70	68	61	77	23	54	71	81	59	73	53	65	23	23	70	64	59	6	1	75	70	PASSING
197948	CB	13	20	Florian	Lejeune	18	0	42	87	63	66	51	55	75	67	76	54	74	24	50	72	74	90	82	46	70	24	24	72	66	41	11	2	83	78	DEFENDING
201955	LB	13	25	Massadio	Haïdara	18	1	76	74	53	68	64	72	59	60	70	70	68	24	41	79	75	75	71	53	62	24	24	66	45	70	10	2	75	68	AGGRESSION
203224	CB	13	38	Curtis	Good	195	1	58	51	44	59	42	38	63	54	66	53	66	25	31	39	55	76	68	36	53	25	25	57	36	26	10	2	71	64	PHYSICAL
203487	CB	13	6	Jamaal	Lascelles	14	0	62	69	55	58	46	46	74	54	79	62	61	25	23	40	67	83	74	21	66	25	25	69	27	16	10	2	81	73	DEFENDING
204355	LB	13	3	Paul	Dummett	50	1	66	65	53	69	61	66	72	68	74	65	70	25	41	40	72	73	75	55	60	25	25	69	35	52	15	1	74	69	AGGRESSION
205601	RM	13	30	Christian	Atsu	117	1	94	49	68	76	67	79	50	65	29	90	75	25	65	72	75	46	37	73	64	25	25	73	66	55	13	2	79	76	SETPIECES
205670	ST	13	9	Dwight	Gayle	14	0	85	46	47	71	59	70	68	53	25	82	62	25	79	73	66	62	21	78	76	25	25	74	72	75	10	3	78	73	ACCELERATION
206085	RM	13	7	Jacob	Murphy	14	0	83	31	59	66	69	73	40	60	34	82	64	25	66	73	67	59	39	68	65	25	25	64	74	66	13	2	79	69	AWARENESS
206115	CDM	13	14	Isaac	Hayden	14	0	59	75	63	71	43	64	65	68	69	64	72	25	47	58	75	78	72	51	62	25	25	67	50	38	9	3	79	70	AWARENESS
210897	CB	13	18	Chancel	Mbemba	110	0	72	74	65	69	47	64	74	65	74	76	64	20	52	79	74	84	79	52	68	20	20	69	42	28	9	2	82	76	DEFENDING
210972	RB	13	19	Javier	Manquillo Gaitán	45	0	78	67	62	73	79	71	63	66	73	74	73	20	32	69	89	66	78	69	64	20	20	69	44	51	14	2	82	74	BALANCED
212722	RB	13	22	DeAndre	Yedlin	95	0	93	75	66	69	68	74	65	53	67	93	68	20	40	73	88	71	71	67	72	20	20	70	51	28	7	2	80	73	BALANCED
215590	CAM	13	17	Ayoze	Pérez Gutiérrez	45	0	77	69	60	78	43	82	65	51	21	74	72	21	78	63	73	57	25	79	72	21	21	71	62	71	12	3	81	72	LONGSHOTS
215716	ST	13	45	Aleksandar	Mitrović	51	0	52	89	62	71	29	68	84	43	21	64	64	21	76	80	67	84	24	77	76	21	21	73	66	52	15	3	80	73	SHOTPOWER
222513	LM	13	16	Rolando	Aarons	14	1	85	33	55	77	72	78	51	62	30	83	70	22	62	70	65	47	29	60	62	22	22	59	55	46	15	2	79	72	CROSSING
222514	GK	13	41	Freddie	Woodman	14	0	42	32	26	22	22	22	22	58	22	46	26	61	22	24	30	46	21	12	31	59	62	61	21	13	65	2	78	62	GKGENERALIST
225193	CDM	13	23	Mikel	Merino Zazón	45	1	62	74	72	77	59	73	75	74	59	61	77	23	62	63	69	74	75	70	66	23	23	71	67	69	9	2	84	71	HOLDING
225773	CB	13	52	Stefan	O'Connor	14	0	51	49	42	42	41	35	47	38	52	60	45	23	28	41	60	67	59	21	53	23	23	51	24	21	7	1	70	55	PHYSICAL
226822	RM	13	51	Callum	Roberts	14	1	67	40	40	61	43	67	50	48	22	65	64	23	63	61	59	40	23	43	50	23	23	64	65	51	13	2	72	58	PASSING
227806	CM	13	35	Daniel	Barlaser	48	0	54	41	49	69	62	68	43	64	32	57	65	23	55	66	68	34	44	49	54	23	23	51	46	48	11	2	76	58	PASSING
228366	CB	13	47	Macaulay	Gillesphey	14	1	52	60	38	53	56	36	58	42	59	51	57	23	28	46	64	63	66	29	50	23	23	53	29	37	15	2	72	60	STRENGTH
228367	CM	13	46	Liam	Smith	14	1	58	49	62	63	53	66	49	65	48	49	71	23	51	63	49	60	51	50	61	23	23	61	45	52	12	2	69	60	SETPIECES
228368	RB	13	42	Jamie	Sterry	14	0	70	76	51	59	57	61	55	46	59	70	52	23	32	37	61	70	65	58	52	23	23	63	34	40	7	2	71	60	REACTIONS
229604	CB	13	59	Josef	Yarney	14	0	54	52	32	36	35	48	59	36	55	52	53	23	22	46	58	64	65	30	46	23	23	55	22	37	6	1	72	58	PHYSICAL
232114	CB	13	48	Kyle	Cameron	42	1	52	58	52	43	34	39	59	38	56	47	48	20	30	47	57	67	64	28	53	20	20	49	26	35	12	2	71	59	PHYSICAL
232648	LB	13	43	Liam	Gibson	14	1	72	60	45	52	61	64	57	32	55	70	35	20	36	43	67	60	62	50	47	20	20	61	30	43	11	2	74	57	AGGRESSION
234494	GK	13	53	Brendan	Pearson	14	0	48	20	19	20	20	20	20	57	20	49	29	49	20	20	28	60	20	8	30	58	45	43	20	14	54	2	63	51	GKGENERALIST
235046	LM	13	36	Yasin	Ben El-Mhanni	14	0	79	33	43	53	55	76	41	47	24	78	42	20	41	59	42	58	30	40	49	20	20	42	38	38	10	3	65	56	AWARENESS
239899	LW	13	50	Victor	Fernandez	52	1	64	30	48	70	58	67	40	45	28	61	45	21	64	71	49	47	39	51	56	21	21	46	49	49	12	2	74	59	LONGSHOTS
240949	GK	13	28	Paul	Woolston	14	0	38	28	32	22	22	22	22	59	24	39	48	51	22	22	30	55	28	7	44	58	53	47	22	22	55	2	71	54	REFLEXES
228368	RB	13	42	Jamie	Sterry	14	0	83	89	64	72	70	74	68	59	72	83	65	36	45	50	74	83	78	71	65	36	36	76	47	53	20	2	71	74	SETPIECES
210972	CDM	13	19	Javier	Manquillo Gaitán	45	0	82	71	66	77	83	75	67	70	77	78	77	24	36	73	93	70	82	73	68	24	24	73	48	55	18	2	82	78	BALANCED
50723	GK	17	28	Stuart	Taylor	14	0	51	40	58	26	20	20	20	63	20	52	28	63	20	25	44	76	20	13	62	64	65	68	20	11	67	1	66	65	GKPOSITIONING
151508	CM	17	8	Steven	Davis	35	0	65	74	84	77	75	76	53	77	66	63	81	25	58	63	86	67	71	68	84	25	25	80	63	69	9	2	77	74	PASSING
169216	ST	17	7	Shane	Long	25	0	84	80	73	75	70	73	75	49	36	82	62	22	73	76	80	78	27	77	70	22	22	77	67	37	11	1	76	75	POSITIONING
169705	LB	17	21	Ryan	Bertrand	14	1	79	73	70	79	82	77	69	70	79	79	76	22	50	59	83	73	82	63	76	22	22	76	54	66	11	2	80	78	AGGRESSION
172203	GK	17	44	Fraser	Forster	14	0	32	43	51	33	23	23	23	69	23	35	27	80	23	36	29	80	23	13	34	78	76	70	23	19	74	4	78	76	GKGENERALIST
183916	RB	17	26	Jérémy	Pied	18	0	73	77	68	75	75	75	71	75	71	70	77	21	61	83	75	70	72	67	73	21	21	68	72	73	13	2	73	73	AGGRESSION
189324	GK	17	13	Alex	McCarthy	14	0	58	35	22	22	22	22	22	61	22	56	33	78	22	22	35	63	22	16	63	73	74	69	22	18	76	1	77	74	GKGENERALIST
191648	CB	17	3	Maya	Yoshida	163	0	61	66	68	63	36	57	74	52	76	62	63	22	34	50	74	78	79	42	65	22	22	73	41	33	12	3	75	74	AGGRESSION
195671	ST	17	10	Charlie	Austin	14	0	64	67	67	74	56	66	81	46	31	66	59	23	82	83	72	80	37	83	78	23	23	78	71	43	9	1	78	75	HEADING
198683	ST	17	20	Manolo	Gabbiadini	27	1	74	57	72	82	70	80	71	64	24	74	72	24	82	84	69	75	24	78	71	24	24	75	81	82	12	2	83	78	HEADING
198719	LM	17	22	Nathan	Redmond	14	0	89	38	53	79	72	83	33	63	24	86	72	24	69	71	72	47	26	74	70	24	24	65	71	65	12	2	85	75	AWARENESS
199434	CAM	17	11	Dušan	Tadić	51	1	70	56	65	85	79	83	63	77	40	70	81	24	65	69	69	62	34	73	77	24	24	78	66	76	11	1	80	76	LONGPASSING
199576	CDM	17	14	Oriol	Romeu Vidal	45	0	63	88	80	72	37	59	67	71	73	52	79	24	25	60	84	87	83	50	75	24	24	75	43	53	12	2	81	75	AWARENESS
201118	RB	17	2	Cédric Ricardo	Alves Soares	38	0	84	75	72	76	81	76	65	69	76	80	75	24	57	80	88	63	78	71	69	24	24	76	78	64	11	3	82	77	REACTIONS
202697	CB	17	5	Jack	Stephens	14	0	57	63	64	66	47	60	68	53	71	64	66	24	36	49	66	74	74	47	65	24	24	65	42	58	13	2	79	70	DEFENDING
203376	CB	17	17	Virgil	van Dijk	34	0	69	78	83	73	53	70	80	76	83	76	76	25	52	81	76	92	85	41	82	25	25	79	64	70	13	2	86	82	DEFENDING
204210	CB	17	25	Florin	Gardoş	39	0	43	73	70	59	49	55	74	58	69	48	62	25	54	37	67	80	72	37	64	25	25	67	49	46	10	2	70	70	DEFENDING
205569	CM	17	16	James	Ward-Prowse	14	0	67	67	77	81	88	71	57	82	55	65	83	25	61	74	77	61	65	62	79	25	25	74	70	83	12	2	86	74	LONGPASSING
211381	LW	17	19	Sofiane	Boufal	129	0	83	47	38	86	70	87	35	66	44	81	76	20	72	71	67	31	40	76	69	20	20	70	69	69	9	3	84	76	AGILITY
212811	CM	17	18	Mario	Lemina	115	0	78	70	68	81	72	80	68	77	62	78	81	20	55	78	78	78	69	70	74	20	20	72	78	68	12	2	83	75	LONGPASSING
213648	CM	17	23	Pierre-Emile	Højbjerg	13	0	65	78	70	77	66	75	60	74	65	64	76	20	52	78	79	77	73	62	69	20	20	75	68	70	9	3	81	71	LONGPASSING
215756	LB	17	38	Sam	McQueen	14	1	74	55	48	69	72	71	53	57	62	76	60	21	47	48	73	71	67	47	57	21	21	62	51	47	12	2	75	66	REACTIONS
216774	CB	17	6	Wesley	Hoedt	34	1	66	78	68	68	40	58	78	74	78	66	68	21	30	75	66	76	78	29	70	21	21	74	64	36	15	2	83	76	STRENGTH
218659	LB	17	33	Matt	Targett	14	1	72	63	50	61	72	64	56	62	64	78	64	21	36	34	72	68	71	49	59	21	21	59	38	62	10	1	80	67	REACTIONS
218660	LM	17	39	Josh	Sims	14	1	86	37	52	68	60	73	42	58	26	80	65	21	59	64	60	57	31	54	61	21	21	62	53	45	10	2	81	67	AWARENESS
218661	CM	17	34	Jake	Flannigan	14	0	57	51	55	69	50	66	52	66	49	65	71	21	57	65	53	62	53	54	61	21	21	52	44	56	7	2	74	61	SETPIECES
220570	CB	17	35	Jan	Bednarek	37	0	63	67	62	46	29	40	59	41	67	69	67	22	22	25	69	79	70	26	58	22	22	65	23	26	11	2	80	68	DEFENDING
221202	ST	17	65	Marcus	Barnes	14	1	67	40	37	56	36	53	59	44	22	65	55	22	60	56	56	61	22	52	49	22	22	58	55	43	13	2	71	58	POSITIONING
222864	GK	17	54	Jack	Rose	14	0	41	25	25	22	22	22	22	53	22	43	29	62	22	24	29	45	22	10	27	54	55	59	22	19	66	2	68	59	GKPOSITIONING
222922	CAM	17	42	Jake	Hesketh	14	0	66	45	64	67	57	65	51	62	44	65	72	22	52	53	55	45	57	45	70	22	22	55	34	51	13	2	78	61	LONGPASSING
228577	CM	17	66	Armani	Little	14	0	65	51	55	60	56	56	58	61	45	54	66	23	42	62	57	35	56	56	62	23	23	57	44	56	11	2	69	57	PASSING
228578	LB	17	30	Will	Wood	14	1	66	58	46	51	53	53	57	38	53	68	47	23	31	32	64	47	61	53	48	23	23	57	34	37	15	1	71	56	PHYSICAL
229163	CAM	17	55	Callum	Slattery	14	0	55	51	51	63	40	55	45	55	31	64	61	23	44	52	70	68	35	55	52	23	23	43	42	35	13	2	77	55	PASSING
231536	RM	17	51	Tyreke	Johnson	14	0	72	34	44	62	60	62	42	49	30	69	55	20	56	55	54	38	28	53	50	20	20	45	42	49	7	2	75	59	AWARENESS
233166	CDM	17	58	Aaron	O'Driscoll	25	0	56	54	43	49	39	44	49	48	40	56	51	20	29	49	49	41	46	31	42	20	20	46	25	37	12	2	68	46	PASSING
236315	CB	17	32	Alfie	Jones	14	0	54	52	55	49	35	33	55	28	62	57	37	21	21	48	64	64	65	26	48	21	21	49	22	34	8	2	75	59	DEFENDING
236316	RB	17	43	Yan	Valery	18	0	66	62	43	55	52	65	51	30	57	56	36	21	32	30	63	51	69	57	46	21	21	56	37	41	12	2	70	55	REACTIONS
236317	RB	17	47	Richard	Bakary	99	0	66	56	37	48	52	67	48	29	58	53	42	21	33	33	64	59	68	50	49	21	21	63	32	41	14	2	69	55	REACTIONS
236318	CB	17	48	Oliver	Cook	14	0	53	50	38	35	29	35	58	32	59	54	39	21	25	48	63	57	67	26	49	21	21	50	28	30	11	2	75	58	DEFENDING
236319	CM	17	49	Thomas	O'Connor	25	0	59	62	57	58	49	56	56	64	46	57	66	21	39	64	56	51	57	54	51	21	21	56	42	48	8	2	70	57	AWARENESS
236320	CM	17	50	Ben	Rowthorn	14	0	57	67	59	58	43	61	63	64	44	65	70	21	38	64	64	58	49	55	53	21	21	55	43	45	12	2	69	58	AWARENESS
236321	ST	17	52	Dan	N'Lundulu	14	0	76	33	37	57	37	56	64	37	21	69	50	21	59	58	59	58	21	56	50	21	21	62	58	34	10	2	72	59	POSITIONING
236323	RW	17	40	Siph	Mdlalose	140	0	78	37	42	62	63	63	46	49	29	79	51	21	54	72	34	50	37	55	49	21	21	45	49	46	14	2	73	60	ACCELERATION
236324	GK	17	56	Adam	Parkes	14	0	32	21	29	21	21	21	21	46	21	21	21	49	21	21	26	59	21	4	21	50	42	45	21	13	46	2	73	47	GKGENERALIST
236325	LB	17	57	Jake	Vokins	14	1	63	57	39	45	59	65	49	32	52	54	36	21	34	35	50	50	66	56	45	21	21	56	37	38	6	2	64	53	REACTIONS
237328	RM	17	64	Nathan	Tella	14	0	86	43	45	55	44	62	44	37	26	83	41	21	39	51	50	49	34	48	47	21	21	44	39	37	9	1	70	54	AWARENESS
237916	CAM	17	60	Will	Smallbone	14	0	64	46	58	62	48	58	49	57	46	67	56	21	55	65	33	32	41	48	61	21	21	53	42	58	13	2	74	57	SETPIECES
237967	GK	17	67	Kingsley	Latham	14	0	21	21	18	21	21	21	21	50	21	26	21	48	21	21	22	64	21	5	35	59	51	36	21	12	52	1	66	51	GKGENERALIST
50723	GK	17	28	Stuart	Taylor	14	0	60	49	67	35	29	29	29	72	29	61	37	72	29	34	53	85	29	22	71	73	74	77	29	20	76	1	66	74	GKPOSITIONING
205569	CAM	17	16	James	Ward-Prowse	14	0	74	74	84	88	95	78	64	89	62	72	90	32	68	81	84	68	72	69	86	32	32	81	77	90	19	2	86	82	BALLCONTROL
137677	GK	18	13	Michel	Vorm	34	0	57	23	57	35	22	22	22	72	22	58	39	83	22	23	38	65	22	10	65	76	75	82	22	14	78	2	79	78	GKPOSITIONING
162131	ST	18	18	Fernando Javier	Llorente Torres	45	0	45	71	86	77	44	67	90	49	21	52	71	21	78	79	63	91	25	85	82	21	21	80	64	40	2	2	78	75	POSITIONING
162240	CM	18	19	Moussa	Dembélé	7	1	75	74	78	86	65	87	69	80	70	77	86	21	66	85	77	92	80	71	89	21	21	80	72	55	16	1	86	80	GENERALIST
167948	GK	18	1	Hugo	Lloris	18	1	65	31	23	34	22	22	22	68	22	63	50	90	22	23	41	43	22	10	61	86	82	85	22	10	88	0	88	86	HANDLING
169595	LB	18	3	Danny	Rose	14	1	80	87	81	76	81	79	62	66	82	81	76	22	57	72	81	74	84	68	73	22	22	82	69	57	10	2	83	80	AGGRESSION
170368	RM	18	11	Erik	Lamela	52	1	78	74	75	82	76	85	71	72	37	74	82	22	73	80	77	59	47	77	75	22	22	77	82	79	10	1	83	78	PASSING
172871	CB	18	5	Jan	Vertonghen	7	1	68	83	78	74	68	69	81	74	84	66	79	23	56	86	79	81	86	60	81	23	23	82	68	73	6	2	85	82	TACKLING
183394	RM	18	17	Moussa	Sissoko	18	0	75	78	71	76	76	78	70	74	69	78	79	21	72	85	87	88	72	76	73	21	21	77	71	74	14	1	80	76	PASSING
184087	CB	18	4	Toby	Alderweireld	7	0	62	81	85	70	64	62	82	81	89	69	77	21	45	86	76	82	90	56	81	21	21	86	66	69	16	2	87	84	AGGRESSION
186345	RB	18	2	Kieran	Trippier	14	0	78	70	70	75	87	75	70	76	77	77	73	21	45	77	87	71	76	60	71	21	21	72	66	68	11	3	79	76	AGGRESSION
188942	CDM	18	12	Victor	Wanyama	120	0	60	90	81	76	63	74	73	70	79	68	78	22	63	79	88	93	86	65	76	22	22	84	63	57	6	2	85	79	PASSING
190460	CAM	18	23	Christian	Eriksen	13	0	77	44	81	87	86	84	52	86	38	74	89	22	76	80	90	57	56	81	87	22	22	83	84	87	9	4	91	83	SHORTPASSING
197853	RB	18	24	Serge	Aurier	108	0	84	83	56	77	80	76	75	72	77	84	76	24	65	78	87	81	80	74	75	24	24	81	58	30	7	2	85	78	REACTIONS
200104	LM	18	7	Heung Min	Son	167	0	87	60	72	82	75	85	65	64	24	86	78	24	83	83	80	62	24	83	78	24	24	81	86	70	11	4	85	80	PASSING
202126	ST	18	10	Harry	Kane	14	0	68	74	81	82	70	78	83	67	41	74	75	24	90	87	85	86	36	89	84	24	24	87	84	66	8	3	90	83	ACCELERATION
202335	CB	18	15	Eric	Dier	14	0	70	90	80	70	67	66	83	77	79	74	76	24	52	83	80	87	82	53	77	24	24	76	72	77	11	2	87	81	DEFENDING
205186	GK	18	22	Paulo	Gazzaniga	52	0	63	32	26	25	21	25	25	84	25	65	32	70	25	49	45	67	25	13	49	73	68	59	25	21	67	2	75	69	GKGENERALIST
205923	LB	18	33	Ben	Davies	50	1	78	67	74	77	77	73	66	68	80	74	75	25	55	60	80	73	80	64	73	25	25	73	48	48	11	2	82	77	BALANCED
211117	CAM	18	20	Dele	Alli	14	0	77	84	82	85	68	83	75	76	60	76	83	20	84	77	89	71	63	86	86	20	20	85	79	53	7	2	90	82	LONGSHOTS
219732	LM	18	14	Georges-Kévin	Nkoudou	18	0	92	48	68	75	75	79	49	62	35	91	74	22	71	72	71	64	37	76	72	22	22	77	74	58	10	2	83	77	CROSSING
220793	CB	18	6	Davinson	Sánchez	56	0	65	85	66	64	36	54	81	61	81	76	65	22	40	74	79	86	82	34	72	22	22	74	44	27	9	2	88	80	DEFENDING
222400	CM	18	29	Harry	Winks	14	0	75	58	70	73	62	71	45	75	51	70	79	22	54	63	70	65	62	62	73	22	22	68	62	60	8	2	84	70	SHORTPASSING
227927	RB	18	37	Kyle	Walker-Peters	14	0	81	48	44	60	62	62	55	55	60	77	60	23	35	31	68	61	67	55	66	23	23	55	41	31	9	3	80	64	REACTIONS
228053	ST	18	39	Shayon	Harrison	14	1	70	49	49	58	28	50	55	34	23	67	47	23	63	57	58	62	23	61	52	23	23	59	50	27	11	2	76	59	POSITIONING
231144	CB	18	52	Christian	Maghoma	110	0	51	50	40	38	32	28	63	36	59	53	41	20	27	50	64	70	59	29	51	20	20	53	29	29	10	2	71	58	PHYSICAL
231145	CM	18	50	Joe	Pritchard	14	0	66	32	52	58	49	54	48	59	44	65	64	20	50	61	34	46	53	53	52	20	20	56	50	50	8	2	70	57	AWARENESS
232250	CDM	18	40	Luke	Amos	14	1	58	63	54	58	54	51	58	58	56	60	61	20	32	57	60	64	63	45	53	20	20	56	40	48	11	3	72	59	PASSING
233426	LM	18	42	Anthony	Georgiou	11	1	73	44	53	56	60	64	34	51	56	71	54	20	36	45	60	56	60	51	49	20	20	48	42	50	10	1	74	58	AWARENESS
235619	RM	18	44	Marcus	Edwards	14	1	78	48	58	67	56	72	37	55	26	73	63	21	60	56	62	32	33	62	59	21	21	57	54	61	7	2	87	65	CROSSING
235736	ST	18	54	Kazaiah	Sterling	14	0	73	42	38	51	36	56	46	30	21	76	43	21	60	51	50	48	21	59	48	21	21	57	49	38	7	1	76	56	POSITIONING
236239	GK	18	41	Alfie	Whiteman	14	0	33	25	19	21	21	21	21	46	21	28	24	54	21	21	24	45	21	4	22	51	51	40	21	10	56	1	75	51	GKGENERALIST
236568	GK	18	49	Brandon	Austin	14	0	36	27	19	21	21	21	21	46	21	29	21	61	21	21	21	30	21	4	28	50	57	45	21	11	62	1	77	56	GKGENERALIST
236599	RM	18	59	Samuel	Shashoua	14	1	75	44	55	58	53	60	25	40	32	78	55	21	39	46	50	36	32	48	53	21	21	46	37	36	11	2	75	57	AWARENESS
236601	RM	18	55	Shilow	Tracey	14	0	77	48	51	52	57	60	43	45	35	79	57	21	36	48	55	63	38	52	43	21	21	46	34	39	9	1	75	57	AWARENESS
236611	ST	18	51	Ryan	Loft	14	0	62	44	36	59	30	44	65	36	25	63	41	21	60	46	60	70	36	52	44	21	21	46	45	25	10	2	68	55	POSITIONING
237139	CM	18	46	Tashan	Oakley-Boothe	14	0	68	59	55	65	44	60	45	70	50	74	71	21	29	44	70	55	63	36	65	21	21	51	25	35	13	2	81	59	AWARENESS
237221	CB	18	21	Juan	Foyth	52	0	74	55	51	69	41	66	67	49	66	72	65	21	43	56	73	66	65	46	57	21	21	70	39	47	8	2	86	65	STRENGTH
240296	CAM	18	57	Dylan	Duncan	14	0	70	50	60	62	48	58	31	63	39	72	64	21	42	62	48	52	42	58	46	21	21	45	42	49	6	2	78	59	LONGSHOTS
241034	LB	18	45	Jaden	Brown	14	1	72	54	44	48	56	56	51	33	53	70	40	22	34	30	55	54	64	50	37	22	22	58	34	34	12	2	75	56	BALANCED
241035	CB	18	48	Jonathan	Dinzeyi	14	0	67	49	36	44	33	43	60	34	55	72	50	22	26	48	57	61	61	30	40	22	22	45	30	33	10	2	75	57	STRENGTH
241036	CDM	18	53	George	Marsh	14	0	67	66	44	51	48	51	33	52	51	60	60	22	41	60	45	49	56	32	44	22	22	45	35	43	7	2	72	53	AWARENESS
241037	CAM	18	58	Jack	Roles	11	1	71	44	65	53	46	57	26	49	26	74	47	22	52	63	44	47	36	45	57	22	22	60	49	49	12	3	74	55	LONGSHOTS
241038	LM	18	56	Keanan	Bennetts	14	1	80	45	36	57	55	61	24	52	31	87	46	22	43	67	54	45	35	44	40	22	22	32	43	43	11	3	75	56	CROSSING
241039	LB	18	61	Nick	Tsaroulla	14	1	77	59	41	44	41	44	43	33	53	70	42	22	29	35	59	45	52	49	45	22	22	43	35	36	7	2	74	52	BALANCED
241040	RB	18	65	Timothy	Eyoma	14	0	68	56	41	47	50	46	56	37	53	63	43	22	32	37	65	63	62	57	36	22	22	51	32	34	12	2	78	54	CROSSING
241041	GK	18	64	Jonathan	de Bie	7	0	22	22	20	22	22	22	22	50	22	33	22	46	22	24	22	55	22	7	34	44	44	36	22	14	44	1	66	44	REFLEXES
241042	CDM	18	71	Oliver	Skipp	14	0	68	67	50	53	42	52	51	54	52	67	68	22	38	55	66	60	64	32	46	22	22	45	38	42	8	2	80	58	AWARENESS
